run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning
2407,76,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Kings' Rest,15,0,1943.9,162458,2,334,2026-07-21,2,0
2407,589,Paladin,Retribution,Herald of the Sun,DPS,US,Kings' Rest,15,0,1943.9,179165,3,334,2026-07-21,2,0
2407,4546,Shaman,Elemental,Farseer,DPS,US,Kings' Rest,15,0,1943.9,171532,3,334,2026-07-21,2,0
2408,93,Paladin,Protection,Lightsmith,Tank,US,Temple of Sethraliss,17,-1,1806.2,179305,1,334,2026-07-10,4,0
2408,899,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,17,-1,1806.2,68195,3,334,2026-07-10,4,0
2408,4547,DemonHunter,Devourer,Void-Scarred,DPS,US,Temple of Sethraliss,17,-1,1806.2,232212,3,334,2026-07-10,4,0
2408,1689,DeathKnight,Frost,Deathbringer,DPS,US,Temple of Sethraliss,17,-1,1806.2,250986,1,334,2026-07-10,4,0
2408,95,Mage,Arcane,Spellslinger,DPS,US,Temple of Sethraliss,17,-1,1806.2,320341,2,334,2026-07-10,4,0
2409,268,Paladin,Protection,Lightsmith,Tank,US,Murder Row,18,0,2163.3,209969,1,334,2026-07-15,3,0
2409,2935,Priest,Discipline,Oracle,Healer,US,Murder Row,18,0,2163.3,21198,2,334,2026-07-15,3,0
2409,4548,Mage,Fire,Sunfury,DPS,US,Murder Row,18,0,2163.3,250766,1,334,2026-07-15,3,0
2409,4549,Warrior,Arms,Colossus,DPS,US,Murder Row,18,0,2163.3,246417,5,334,2026-07-15,3,0
2409,438,DemonHunter,Devourer,Annihilator,DPS,US,Murder Row,18,0,2163.3,265645,2,334,2026-07-15,3,0
2410,4550,Paladin,Protection,Lightsmith,Tank,US,The Blinding Vale,12,-1,1389.0,79318,0,315,2026-07-06,5,0
2410,4551,Priest,Discipline,Oracle,Healer,US,The Blinding Vale,12,-1,1389.0,29826,0,315,2026-07-06,5,0
2410,739,Shaman,Elemental,Farseer,DPS,US,The Blinding Vale,12,-1,1389.0,193020,0,315,2026-07-06,5,0
2410,4552,Mage,Arcane,Spellslinger,DPS,US,The Blinding Vale,12,-1,1389.0,204183,0,315,2026-07-06,5,0
2410,4553,Warlock,Affliction,Soul Harvester,DPS,US,The Blinding Vale,12,-1,1389.0,248273,0,315,2026-07-06,5,0
2411,2625,Paladin,Protection,Lightsmith,Tank,TW,Temple of Sethraliss,15,-1,2864.8,103877,5,334,2026-07-22,2,0
2411,4012,Monk,Mistweaver,Conduit of the Celestials,Healer,TW,Temple of Sethraliss,15,-1,2864.8,60961,5,334,2026-07-22,2,0
2411,4013,Shaman,Elemental,Farseer,DPS,TW,Temple of Sethraliss,15,-1,2864.8,250492,7,334,2026-07-22,2,0
2411,4014,Druid,Balance,Elune's Chosen,DPS,TW,Temple of Sethraliss,15,-1,2864.8,68496,13,334,2026-07-22,2,0
2411,4015,Mage,Arcane,Spellslinger,DPS,TW,Temple of Sethraliss,15,-1,2864.8,165491,9,304,2026-07-22,2,0
2412,322,Druid,Guardian,Elune's Chosen,Tank,US,Murder Row,12,-1,3249.8,56312,9,315,2026-07-03,5,0
2412,4554,Priest,Discipline,Oracle,Healer,US,Murder Row,12,-1,3249.8,16781,11,315,2026-07-03,5,0
2412,4555,Hunter,BeastMastery,Pack Leader,DPS,US,Murder Row,12,-1,3249.8,123410,9,315,2026-07-03,5,0
2412,2325,Paladin,Retribution,Herald of the Sun,DPS,US,Murder Row,12,-1,3249.8,133786,13,315,2026-07-03,5,0
2412,4556,Warrior,Arms,Colossus,DPS,US,Murder Row,12,-1,3249.8,130020,12,315,2026-07-03,5,0
2413,1050,Paladin,Protection,Lightsmith,Tank,CN,Kings' Rest,19,1,1774.9,161703,1,334,2026-07-12,4,0
2413,2465,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Kings' Rest,19,1,1774.9,62485,0,334,2026-07-12,4,0
2413,290,Mage,Arcane,Spellslinger,DPS,CN,Kings' Rest,19,1,1774.9,282182,0,334,2026-07-12,4,0
2413,3548,Shaman,Enhancement,Stormbringer,DPS,CN,Kings' Rest,19,1,1774.9,229574,3,334,2026-07-12,4,0
2413,3547,Druid,Balance,Elune's Chosen,DPS,CN,Kings' Rest,19,1,1774.9,241898,3,334,2026-07-12,4,0
2414,165,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,20,0,2027.2,134141,1,334,2026-07-23,2,0
2414,228,Paladin,Holy,Lightsmith,Healer,US,Kings' Rest,20,0,2027.2,44893,1,334,2026-07-23,2,0
2414,167,Hunter,Survival,Sentinel,DPS,US,Kings' Rest,20,0,2027.2,229202,3,334,2026-07-23,2,0
2414,2191,Druid,Balance,Elune's Chosen,DPS,US,Kings' Rest,20,0,2027.2,264736,1,334,2026-07-23,2,0
2414,320,Mage,Arcane,Spellslinger,DPS,US,Kings' Rest,20,0,2027.2,247750,1,334,2026-07-23,2,0
2415,1487,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,12,1,1917.1,79865,0,321,2026-07-18,3,0
2415,1488,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Kings' Rest,12,1,1917.1,55721,0,321,2026-07-18,3,0
2415,24,Evoker,Augmentation,Chronowarden,DPS,US,Kings' Rest,12,1,1917.1,109078,0,321,2026-07-18,3,0
2415,1490,Paladin,Retribution,Templar,DPS,US,Kings' Rest,12,1,1917.1,119173,0,321,2026-07-18,3,0
2415,1489,Shaman,Enhancement,Stormbringer,DPS,US,Kings' Rest,12,1,1917.1,107664,1,321,2026-07-18,3,0
2416,67,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,18,-1,1907.4,174413,1,328,2026-07-02,5,0
2416,1205,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,18,-1,1907.4,47314,2,328,2026-07-02,5,0
2416,258,Shaman,Elemental,Farseer,DPS,US,Altar of Fangs,18,-1,1907.4,322242,4,328,2026-07-02,5,0
2416,9,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,18,-1,1907.4,274079,4,328,2026-07-02,5,0
2416,3665,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Altar of Fangs,18,-1,1907.4,297361,4,328,2026-07-02,5,0
2417,3799,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,15,-1,1219.3,135588,0,334,2026-07-09,4,0
2417,3124,Priest,Holy,Archon,Healer,US,Ruby Life Pools,15,-1,1219.3,12413,0,334,2026-07-09,4,0
2417,3801,DemonHunter,Devourer,Annihilator,DPS,US,Ruby Life Pools,15,-1,1219.3,341436,0,334,2026-07-09,4,0
2417,4280,Mage,Arcane,Spellslinger,DPS,US,Ruby Life Pools,15,-1,1219.3,312201,0,334,2026-07-09,4,0
2417,3800,DeathKnight,Frost,Deathbringer,DPS,US,Ruby Life Pools,15,-1,1219.3,268583,0,334,2026-07-09,4,0
2418,1389,Warrior,Protection,Colossus,Tank,EU,Ruby Life Pools,20,0,1861.0,174603,4,334,2026-07-13,4,0
2418,787,Priest,Discipline,Oracle,Healer,EU,Ruby Life Pools,20,0,1861.0,27689,5,334,2026-07-13,4,0
2418,1623,Shaman,Enhancement,Totemic,DPS,EU,Ruby Life Pools,20,0,1861.0,316767,5,334,2026-07-13,4,0
2418,903,Warrior,Arms,Colossus,DPS,EU,Ruby Life Pools,20,0,1861.0,374192,5,334,2026-07-13,4,0
2418,686,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,20,0,1861.0,362373,6,334,2026-07-13,4,0
2419,4557,DeathKnight,Blood,Deathbringer,Tank,EU,Voidscar Arena,15,1,1647.7,121526,0,334,2026-07-25,2,0
2419,3276,Shaman,Restoration,Totemic,Healer,EU,Voidscar Arena,15,1,1647.7,37113,0,334,2026-07-25,2,0
2419,2364,DeathKnight,Unholy,San'layn,DPS,EU,Voidscar Arena,15,1,1647.7,251798,1,334,2026-07-25,2,0
2419,4558,Warlock,Affliction,Soul Harvester,DPS,EU,Voidscar Arena,15,1,1647.7,236704,0,334,2026-07-25,2,0
2419,4559,DeathKnight,Frost,Deathbringer,DPS,EU,Voidscar Arena,15,1,1647.7,243262,1,334,2026-07-25,2,0
2420,4185,Monk,Brewmaster,Master of Harmony,Tank,EU,Den of Nalorakk,18,0,1843.8,173772,0,334,2026-07-21,3,0
2420,273,Druid,Restoration,Wildstalker,Healer,EU,Den of Nalorakk,18,0,1843.8,26954,2,334,2026-07-21,3,0
2420,650,Warlock,Affliction,Soul Harvester,DPS,EU,Den of Nalorakk,18,0,1843.8,281587,1,334,2026-07-21,3,0
2420,906,Warrior,Arms,Slayer,DPS,EU,Den of Nalorakk,18,0,1843.8,293576,2,334,2026-07-21,3,0
2420,4560,Druid,Balance,Elune's Chosen,DPS,EU,Den of Nalorakk,18,0,1843.8,243559,2,334,2026-07-21,3,0
2421,268,Paladin,Protection,Lightsmith,Tank,US,The Blinding Vale,19,1,1665.7,228795,1,334,2026-07-17,3,0
2421,1527,Monk,Mistweaver,Conduit of the Celestials,Healer,US,The Blinding Vale,19,1,1665.7,71789,2,334,2026-07-17,3,0
2421,767,Shaman,Elemental,Farseer,DPS,US,The Blinding Vale,19,1,1665.7,330865,5,334,2026-07-17,3,0
2421,1528,Mage,Arcane,Spellslinger,DPS,US,The Blinding Vale,19,1,1665.7,362234,0,334,2026-07-17,3,0
2421,115,DemonHunter,Devourer,Void-Scarred,DPS,US,The Blinding Vale,19,1,1665.7,334452,2,334,2026-07-17,3,0
2422,4561,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,12,-1,2003.7,80864,1,315,2026-06-28,6,0
2422,123,Priest,Discipline,Oracle,Healer,US,Altar of Fangs,12,-1,2003.7,23731,1,315,2026-06-28,6,0
2422,4562,DemonHunter,Havoc,Fel-Scarred,DPS,US,Altar of Fangs,12,-1,2003.7,176481,4,315,2026-06-28,6,0
2422,4563,Shaman,Elemental,Stormbringer,DPS,US,Altar of Fangs,12,-1,2003.7,150856,3,315,2026-06-28,6,0
2422,4564,Hunter,BeastMastery,Pack Leader,DPS,US,Altar of Fangs,12,-1,2003.7,205016,2,315,2026-06-28,6,0
2423,4565,Paladin,Protection,Templar,Tank,US,Altar of Fangs,10,-1,1663.0,79939,2,315,2026-06-26,6,0
2423,4566,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,10,-1,1663.0,44672,1,315,2026-06-26,6,0
2423,4567,Priest,Shadow,Archon,DPS,US,Altar of Fangs,10,-1,1663.0,200491,1,315,2026-06-26,6,0
2423,4568,DemonHunter,Havoc,Aldrachi Reaver,DPS,US,Altar of Fangs,10,-1,1663.0,100786,2,315,2026-06-26,6,0
2423,4344,Warlock,Affliction,Soul Harvester,DPS,US,Altar of Fangs,10,-1,1663.0,226262,2,315,2026-06-26,6,0
2424,3665,DeathKnight,Blood,Deathbringer,Tank,US,Voidscar Arena,18,-1,1439.7,153552,0,328,2026-07-07,4,0
2424,258,Shaman,Restoration,Totemic,Healer,US,Voidscar Arena,18,-1,1439.7,38726,2,328,2026-07-07,4,0
2424,1073,Warlock,Affliction,Soul Harvester,DPS,US,Voidscar Arena,18,-1,1439.7,268448,0,328,2026-07-07,4,0
2424,416,DeathKnight,Frost,Deathbringer,DPS,US,Voidscar Arena,18,-1,1439.7,301901,1,328,2026-07-07,4,0
2424,481,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,18,-1,1439.7,234045,2,328,2026-07-07,4,0
2425,383,Paladin,Protection,Lightsmith,Tank,EU,Altar of Fangs,15,1,1310.8,168785,0,334,2026-07-23,2,0
2425,384,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Altar of Fangs,15,1,1310.8,77414,0,313,2026-07-23,2,0
2425,164,Hunter,Marksmanship,Sentinel,DPS,EU,Altar of Fangs,15,1,1310.8,362310,0,334,2026-07-23,2,0
2425,386,DemonHunter,Devourer,Annihilator,DPS,EU,Altar of Fangs,15,1,1310.8,319946,0,334,2026-07-23,2,0
2425,385,Warlock,Destruction,Diabolist,DPS,EU,Altar of Fangs,15,1,1310.8,357641,1,334,2026-07-23,2,0
2426,4569,DeathKnight,Blood,Deathbringer,Tank,US,Temple of Sethraliss,12,-1,2036.7,92044,0,321,2026-07-11,4,0
2426,3255,Shaman,Restoration,Totemic,Healer,US,Temple of Sethraliss,12,-1,2036.7,36994,2,321,2026-07-11,4,0
2426,4570,Hunter,BeastMastery,Dark Ranger,DPS,US,Temple of Sethraliss,12,-1,2036.7,144405,2,321,2026-07-11,4,0
2426,4571,Mage,Arcane,Spellslinger,DPS,US,Temple of Sethraliss,12,-1,2036.7,115345,2,321,2026-07-11,4,0
2426,1753,Warlock,Affliction,Soul Harvester,DPS,US,Temple of Sethraliss,12,-1,2036.7,204336,5,321,2026-07-11,4,0
2427,2420,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,12,-1,1604.2,97734,0,315,2026-07-07,5,0
2427,3010,Priest,Discipline,Oracle,Healer,EU,The Blinding Vale,12,-1,1604.2,20211,0,315,2026-07-07,5,0
2427,3012,Mage,Arcane,Spellslinger,DPS,EU,The Blinding Vale,12,-1,1604.2,215486,2,315,2026-07-07,5,0
2427,3011,DeathKnight,Frost,Deathbringer,DPS,EU,The Blinding Vale,12,-1,1604.2,153714,0,315,2026-07-07,5,0
2427,3013,Warlock,Affliction,Soul Harvester,DPS,EU,The Blinding Vale,12,-1,1604.2,182955,2,315,2026-07-07,5,0
2428,64,Paladin,Protection,Lightsmith,Tank,US,Voidscar Arena,17,-1,1309.9,184233,0,328,2026-07-04,5,0
2428,1083,Priest,Discipline,Oracle,Healer,US,Voidscar Arena,17,-1,1309.9,29849,0,328,2026-07-04,5,0
2428,1222,Warrior,Arms,Colossus,DPS,US,Voidscar Arena,17,-1,1309.9,238607,0,328,2026-07-04,5,0
2428,422,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,17,-1,1309.9,241668,0,328,2026-07-04,5,0
2428,1549,DeathKnight,Frost,Deathbringer,DPS,US,Voidscar Arena,17,-1,1309.9,257786,0,328,2026-07-04,5,0
2429,2153,Monk,Brewmaster,Master of Harmony,Tank,EU,The Blinding Vale,18,1,1805.5,189954,0,334,2026-07-15,3,0
2429,2259,Shaman,Restoration,Totemic,Healer,EU,The Blinding Vale,18,1,1805.5,43734,3,313,2026-07-15,3,0
2429,973,Warrior,Arms,Slayer,DPS,EU,The Blinding Vale,18,1,1805.5,289758,4,334,2026-07-15,3,0
2429,2664,Hunter,Survival,Sentinel,DPS,EU,The Blinding Vale,18,1,1805.5,276262,3,334,2026-07-15,3,0
2429,974,Rogue,Outlaw,Trickster,DPS,EU,The Blinding Vale,18,1,1805.5,308422,2,334,2026-07-15,3,0
2430,291,DemonHunter,Vengeance,Annihilator,Tank,EU,Kings' Rest,12,-1,1601.4,83221,1,321,2026-07-09,4,0
2430,4572,Shaman,Restoration,Totemic,Healer,EU,Kings' Rest,12,-1,1601.4,28122,1,321,2026-07-09,4,0
2430,1915,Paladin,Retribution,Templar,DPS,EU,Kings' Rest,12,-1,1601.4,140123,0,321,2026-07-09,4,0
2430,4048,Warlock,Demonology,Diabolist,DPS,EU,Kings' Rest,12,-1,1601.4,170115,0,321,2026-07-09,4,0
2430,2277,DeathKnight,Unholy,Rider of the Apocalypse,DPS,EU,Kings' Rest,12,-1,1601.4,135952,0,321,2026-07-09,4,0
2431,4494,DemonHunter,Vengeance,Annihilator,Tank,US,Temple of Sethraliss,12,-1,2588.5,81119,3,321,2026-07-10,4,0
2431,1531,Paladin,Holy,Herald of the Sun,Healer,US,Temple of Sethraliss,12,-1,2588.5,11482,3,321,2026-07-10,4,0
2431,4496,Warlock,Affliction,Soul Harvester,DPS,US,Temple of Sethraliss,12,-1,2588.5,184528,7,321,2026-07-10,4,0
2431,4495,Mage,Fire,Sunfury,DPS,US,Temple of Sethraliss,12,-1,2588.5,112794,9,312,2026-07-10,4,0
2431,3567,Shaman,Elemental,Farseer,DPS,US,Temple of Sethraliss,12,-1,2588.5,133116,6,321,2026-07-10,4,0
2432,1947,DeathKnight,Blood,San'layn,Tank,US,Den of Nalorakk,15,0,1895.4,166195,2,334,2026-07-25,2,0
2432,1948,Shaman,Restoration,Totemic,Healer,US,Den of Nalorakk,15,0,1895.4,25932,3,334,2026-07-25,2,0
2432,1949,Warrior,Fury,Slayer,DPS,US,Den of Nalorakk,15,0,1895.4,200708,4,334,2026-07-25,2,0
2432,1950,Hunter,Marksmanship,Sentinel,DPS,US,Den of Nalorakk,15,0,1895.4,203257,4,334,2026-07-25,2,0
2432,1951,Monk,Windwalker,Conduit of the Celestials,DPS,US,Den of Nalorakk,15,0,1895.4,219798,3,334,2026-07-25,2,0
2433,146,Paladin,Protection,Unknown,Tank,CN,Altar of Fangs,15,-1,1740.0,179330,0,328,2026-06-26,6,0
2433,1319,Paladin,Holy,Unknown,Healer,CN,Altar of Fangs,15,-1,1740.0,43114,1,328,2026-06-26,6,0
2433,1320,DemonHunter,Havoc,Unknown,DPS,CN,Altar of Fangs,15,-1,1740.0,244234,1,328,2026-06-26,6,0
2433,2037,DeathKnight,Frost,Unknown,DPS,CN,Altar of Fangs,15,-1,1740.0,302918,0,328,2026-06-26,6,0
2433,1322,Evoker,Augmentation,Unknown,DPS,CN,Altar of Fangs,15,-1,1740.0,202741,0,328,2026-06-26,6,0
2434,215,DeathKnight,Blood,Deathbringer,Tank,US,Temple of Sethraliss,17,-1,1923.5,172616,1,334,2026-07-11,4,0
2434,65,Paladin,Holy,Lightsmith,Healer,US,Temple of Sethraliss,17,-1,1923.5,45120,3,334,2026-07-11,4,0
2434,4573,Hunter,Marksmanship,Sentinel,DPS,US,Temple of Sethraliss,17,-1,1923.5,229892,6,313,2026-07-11,4,0
2434,82,Hunter,Marksmanship,Dark Ranger,DPS,US,Temple of Sethraliss,17,-1,1923.5,275319,1,334,2026-07-11,4,0
2434,834,Shaman,Enhancement,Stormbringer,DPS,US,Temple of Sethraliss,17,-1,1923.5,268021,2,334,2026-07-11,4,0
2435,4574,DemonHunter,Vengeance,Annihilator,Tank,EU,Kings' Rest,17,1,1765.3,123337,0,334,2026-07-27,2,0
2435,4575,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Kings' Rest,17,1,1765.3,58046,0,334,2026-07-27,2,0
2435,2007,DemonHunter,Devourer,Annihilator,DPS,EU,Kings' Rest,17,1,1765.3,196392,2,334,2026-07-27,2,0
2435,903,Warrior,Arms,Slayer,DPS,EU,Kings' Rest,17,1,1765.3,234219,3,334,2026-07-27,2,0
2435,4576,Mage,Arcane,Spellslinger,DPS,EU,Kings' Rest,17,1,1765.3,191872,0,334,2026-07-27,2,0
2436,4191,Paladin,Protection,Lightsmith,Tank,EU,Temple of Sethraliss,18,0,2059.5,176799,1,334,2026-07-13,4,0
2436,4577,Paladin,Holy,Herald of the Sun,Healer,EU,Temple of Sethraliss,18,0,2059.5,26639,2,334,2026-07-13,4,0
2436,852,Mage,Arcane,Spellslinger,DPS,EU,Temple of Sethraliss,18,0,2059.5,258804,3,334,2026-07-13,4,0
2436,1606,Priest,Shadow,Archon,DPS,EU,Temple of Sethraliss,18,0,2059.5,308975,2,334,2026-07-13,4,0
2436,853,Warrior,Arms,Colossus,DPS,EU,Temple of Sethraliss,18,0,2059.5,282913,3,334,2026-07-13,4,0
2437,476,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,15,0,1568.3,180824,2,334,2026-07-17,3,0
2437,4578,Priest,Discipline,Oracle,Healer,EU,Ruby Life Pools,15,0,1568.3,19598,3,334,2026-07-17,3,0
2437,4579,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,15,0,1568.3,210100,3,334,2026-07-17,3,0
2437,1181,Warlock,Destruction,Diabolist,DPS,EU,Ruby Life Pools,15,0,1568.3,238915,3,334,2026-07-17,3,0
2437,2147,Warrior,Arms,Slayer,DPS,EU,Ruby Life Pools,15,0,1568.3,247912,2,334,2026-07-17,3,0
2438,93,Paladin,Protection,Lightsmith,Tank,US,Voidscar Arena,20,0,1855.9,176395,0,334,2026-07-27,2,0
2438,2483,Paladin,Holy,Lightsmith,Healer,US,Voidscar Arena,20,0,1855.9,77211,0,334,2026-07-27,2,0
2438,2622,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,20,0,1855.9,338906,1,334,2026-07-27,2,0
2438,167,Hunter,Survival,Sentinel,DPS,US,Voidscar Arena,20,0,1855.9,329461,2,334,2026-07-27,2,0
2438,140,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,20,0,1855.9,306412,1,334,2026-07-27,2,0
2439,268,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,16,-1,1553.6,255280,0,328,2026-06-29,6,0
2439,674,Evoker,Preservation,Flameshaper,Healer,US,Altar of Fangs,16,-1,1553.6,65612,2,328,2026-06-29,6,0
2439,668,Warrior,Arms,Colossus,DPS,US,Altar of Fangs,16,-1,1553.6,277366,1,328,2026-06-29,6,0
2439,258,Shaman,Elemental,Farseer,DPS,US,Altar of Fangs,16,-1,1553.6,319530,1,328,2026-06-29,6,0
2439,4118,Mage,Fire,Sunfury,DPS,US,Altar of Fangs,16,-1,1553.6,207264,2,328,2026-06-29,6,0
2440,682,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,16,-1,1008.0,365518,0,334,2026-07-10,4,0
2440,1621,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Ruby Life Pools,16,-1,1008.0,50018,0,334,2026-07-10,4,0
2440,1623,Shaman,Enhancement,Stormbringer,DPS,EU,Ruby Life Pools,16,-1,1008.0,424188,0,334,2026-07-10,4,0
2440,903,Warrior,Arms,Colossus,DPS,EU,Ruby Life Pools,16,-1,1008.0,320830,1,334,2026-07-10,4,0
2440,1806,DeathKnight,Frost,Deathbringer,DPS,EU,Ruby Life Pools,16,-1,1008.0,384250,0,334,2026-07-10,4,0
2441,3849,DeathKnight,Blood,Deathbringer,Tank,EU,Ruby Life Pools,15,1,1621.6,112489,2,334,2026-07-13,4,0
2441,302,Paladin,Holy,Herald of the Sun,Healer,EU,Ruby Life Pools,15,1,1621.6,19146,2,334,2026-07-13,4,0
2441,12,Hunter,Survival,Pack Leader,DPS,EU,Ruby Life Pools,15,1,1621.6,231865,1,334,2026-07-13,4,0
2441,1515,DemonHunter,Devourer,Annihilator,DPS,EU,Ruby Life Pools,15,1,1621.6,208881,2,334,2026-07-13,4,0
2441,525,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,15,1,1621.6,196162,2,334,2026-07-13,4,0
2442,268,Paladin,Protection,Lightsmith,Tank,US,The Blinding Vale,20,1,1686.6,258970,1,334,2026-07-18,3,0
2442,3239,Monk,Mistweaver,Conduit of the Celestials,Healer,US,The Blinding Vale,20,1,1686.6,77383,3,334,2026-07-18,3,0
2442,767,Shaman,Enhancement,Stormbringer,DPS,US,The Blinding Vale,20,1,1686.6,356672,1,334,2026-07-18,3,0
2442,2012,Priest,Shadow,Archon,DPS,US,The Blinding Vale,20,1,1686.6,367760,1,334,2026-07-18,3,0
2442,115,DemonHunter,Devourer,Annihilator,DPS,US,The Blinding Vale,20,1,1686.6,390549,2,334,2026-07-18,3,0
2443,337,Paladin,Protection,Lightsmith,Tank,EU,Voidscar Arena,10,1,1200.1,64436,0,321,2026-07-24,2,0
2443,338,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Voidscar Arena,10,1,1200.1,60201,0,321,2026-07-24,2,0
2443,341,Evoker,Augmentation,Scalecommander,DPS,EU,Voidscar Arena,10,1,1200.1,170886,2,321,2026-07-24,2,0
2443,339,DeathKnight,Unholy,San'layn,DPS,EU,Voidscar Arena,10,1,1200.1,182480,2,321,2026-07-24,2,0
2443,340,Shaman,Enhancement,Stormbringer,DPS,EU,Voidscar Arena,10,1,1200.1,211289,1,321,2026-07-24,2,0
