run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date
4817,7033,DemonHunter,Devourer,Annihilator,DPS,CN,Altar of Fangs,18,0,2240.2,256870,5,334,2026-08-01
4817,6351,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,18,0,2240.2,261239,6,334,2026-08-01
4818,5,Warrior,Protection,Mountain Thane,Tank,US,Murder Row,20,1,1855.4,222202,0,334,2026-08-01
4818,321,Evoker,Preservation,Flameshaper,Healer,US,Murder Row,20,1,1855.4,79964,0,334,2026-08-01
4818,6513,Mage,Arcane,Sunfury,DPS,US,Murder Row,20,1,1855.4,382374,1,334,2026-08-01
4818,2523,Monk,Windwalker,Conduit of the Celestials,DPS,US,Murder Row,20,1,1855.4,388602,0,334,2026-08-01
4818,1273,Paladin,Retribution,Herald of the Sun,DPS,US,Murder Row,20,1,1855.4,352558,2,334,2026-08-01
4819,693,Warrior,Protection,Mountain Thane,Tank,US,Murder Row,17,0,2083.8,177101,0,334,2026-08-01
4819,1593,Shaman,Restoration,Totemic,Healer,US,Murder Row,17,0,2083.8,43218,1,334,2026-08-01
4819,7034,Shaman,Elemental,Farseer,DPS,US,Murder Row,17,0,2083.8,228629,1,334,2026-08-01
4819,1595,Warrior,Fury,Slayer,DPS,US,Murder Row,17,0,2083.8,254700,1,334,2026-08-01
4819,7035,Warrior,Arms,Slayer,DPS,US,Murder Row,17,0,2083.8,264441,4,334,2026-08-01
4820,5,Warrior,Protection,Mountain Thane,Tank,US,Murder Row,20,1,1855.5,222194,0,334,2026-08-01
4820,321,Evoker,Preservation,Flameshaper,Healer,US,Murder Row,20,1,1855.5,79961,0,334,2026-08-01
4820,1273,Paladin,Retribution,Herald of the Sun,DPS,US,Murder Row,20,1,1855.5,352544,2,334,2026-08-01
4820,6513,Mage,Arcane,Sunfury,DPS,US,Murder Row,20,1,1855.5,382350,1,334,2026-08-01
4820,2523,Monk,Windwalker,Conduit of the Celestials,DPS,US,Murder Row,20,1,1855.5,388588,0,334,2026-08-01
4821,6350,DeathKnight,Blood,San'layn,Tank,CN,Ruby Life Pools,18,0,1757.8,231845,0,334,2026-08-01
4821,6039,Paladin,Holy,Lightsmith,Healer,CN,Ruby Life Pools,18,0,1757.8,54582,0,334,2026-08-01
4821,7032,Druid,Balance,Elune's Chosen,DPS,CN,Ruby Life Pools,18,0,1757.8,257603,5,334,2026-08-01
4821,2292,Shaman,Elemental,Farseer,DPS,CN,Ruby Life Pools,18,0,1757.8,338177,1,334,2026-08-01
4821,7033,DemonHunter,Devourer,Annihilator,DPS,CN,Ruby Life Pools,18,0,1757.8,325276,0,334,2026-08-01
4822,1017,DeathKnight,Blood,San'layn,Tank,EU,Murder Row,18,1,1606.7,193616,1,334,2026-08-01
4822,7117,Shaman,Restoration,Totemic,Healer,EU,Murder Row,18,1,1606.7,66975,1,334,2026-08-01
4822,212,Mage,Arcane,Sunfury,DPS,EU,Murder Row,18,1,1606.7,443127,0,334,2026-08-01
4822,4189,Druid,Balance,Elune's Chosen,DPS,EU,Murder Row,18,1,1606.7,337876,0,334,2026-08-01
4822,974,Rogue,Outlaw,Trickster,DPS,EU,Murder Row,18,1,1606.7,357549,0,334,2026-08-01
4823,1045,Paladin,Protection,Lightsmith,Tank,CN,Altar of Fangs,19,1,1698.0,208785,0,334,2026-08-01
4823,7093,Evoker,Preservation,Flameshaper,Healer,CN,Altar of Fangs,19,1,1698.0,102853,0,334,2026-08-01
4823,3117,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,19,1,1698.0,372669,1,334,2026-08-01
4823,290,Mage,Arcane,Sunfury,DPS,CN,Altar of Fangs,19,1,1698.0,421835,0,334,2026-08-01
4823,148,Warlock,Destruction,Diabolist,DPS,CN,Altar of Fangs,19,1,1698.0,380473,0,334,2026-08-01
4824,7020,Paladin,Protection,Unknown,Tank,EU,Temple of Sethraliss,12,1,1631.2,107971,0,321,2026-08-01
4824,7021,Shaman,Restoration,Unknown,Healer,EU,Temple of Sethraliss,12,1,1631.2,36638,0,321,2026-08-01
4824,7104,Rogue,Outlaw,Unknown,DPS,EU,Temple of Sethraliss,12,1,1631.2,230079,0,321,2026-08-01
4824,7103,Hunter,Marksmanship,Unknown,DPS,EU,Temple of Sethraliss,12,1,1631.2,165401,1,321,2026-08-01
4824,7102,Druid,Feral,Unknown,DPS,EU,Temple of Sethraliss,12,1,1631.2,159241,0,321,2026-08-01
