run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket
3612,289,DeathKnight,Frost,Unknown,DPS,CN,Kings' Rest,15,0,1959.8,152952,6,334,2026-07-09,3
3612,187,Warrior,Arms,Unknown,DPS,CN,Kings' Rest,15,0,1959.8,185153,5,334,2026-07-09,3
3613,1635,Druid,Guardian,Elune's Chosen,Tank,US,Altar of Fangs,11,-1,1724.7,126524,1,315,2026-06-27,5
3613,1636,Shaman,Restoration,Totemic,Healer,US,Altar of Fangs,11,-1,1724.7,20528,1,315,2026-06-27,5
3613,849,Rogue,Subtlety,Deathstalker,DPS,US,Altar of Fangs,11,-1,1724.7,228874,1,315,2026-06-27,5
3613,2656,Evoker,Devastation,Flameshaper,DPS,US,Altar of Fangs,11,-1,1724.7,198921,3,315,2026-06-27,5
3613,2655,Mage,Frost,Spellslinger,DPS,US,Altar of Fangs,11,-1,1724.7,191045,3,315,2026-06-27,5
3614,370,Paladin,Protection,Unknown,Tank,US,Ruby Life Pools,17,1,1481.2,177986,0,334,2026-07-09,3
3614,1424,Shaman,Restoration,Unknown,Healer,US,Ruby Life Pools,17,1,1481.2,37540,1,334,2026-07-09,3
3614,167,Hunter,Survival,Unknown,DPS,US,Ruby Life Pools,17,1,1481.2,293285,0,334,2026-07-09,3
3614,7,DeathKnight,Frost,Unknown,DPS,US,Ruby Life Pools,17,1,1481.2,272974,1,334,2026-07-09,3
3614,372,Warrior,Arms,Unknown,DPS,US,Ruby Life Pools,17,1,1481.2,288820,0,334,2026-07-09,3
3615,103,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,15,-1,1710.7,155413,3,328,2026-07-01,4
3615,899,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,15,-1,1710.7,53925,3,328,2026-07-01,4
3615,105,Evoker,Augmentation,Scalecommander,DPS,US,Altar of Fangs,15,-1,1710.7,272214,2,328,2026-07-01,4
3615,676,Hunter,BeastMastery,Pack Leader,DPS,US,Altar of Fangs,15,-1,1710.7,226088,2,328,2026-07-01,4
3615,1672,Paladin,Retribution,Herald of the Sun,DPS,US,Altar of Fangs,15,-1,1710.7,248833,1,328,2026-07-01,4
3616,878,DeathKnight,Blood,Deathbringer,Tank,US,Ruby Life Pools,10,1,1772.7,111390,0,321,2026-07-09,3
3616,879,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Ruby Life Pools,10,1,1772.7,57344,0,321,2026-07-09,3
3616,412,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Ruby Life Pools,10,1,1772.7,106454,0,321,2026-07-09,3
3616,442,Shaman,Enhancement,Stormbringer,DPS,US,Ruby Life Pools,10,1,1772.7,54650,1,321,2026-07-09,3
3616,880,Evoker,Augmentation,Scalecommander,DPS,US,Ruby Life Pools,10,1,1772.7,152012,1,321,2026-07-09,3
3617,1505,DeathKnight,Blood,Deathbringer,Tank,EU,Ruby Life Pools,15,1,1443.0,112222,0,334,2026-07-23,1
3617,1420,Priest,Discipline,Voidweaver,Healer,EU,Ruby Life Pools,15,1,1443.0,62023,1,334,2026-07-23,1
3617,1506,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,15,1,1443.0,270688,0,334,2026-07-23,1
3617,1141,Hunter,Marksmanship,Sentinel,DPS,EU,Ruby Life Pools,15,1,1443.0,241982,4,334,2026-07-23,1
3617,1507,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,15,1,1443.0,231335,4,334,2026-07-23,1
3618,1450,Warrior,Protection,Colossus,Tank,US,Altar of Fangs,18,0,1783.5,202444,0,334,2026-07-23,1
3618,269,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,18,0,1783.5,68242,2,334,2026-07-23,1
3618,1367,Evoker,Augmentation,Scalecommander,DPS,US,Altar of Fangs,18,0,1783.5,298035,2,334,2026-07-23,1
3618,114,DeathKnight,Unholy,San'layn,DPS,US,Altar of Fangs,18,0,1783.5,371475,0,334,2026-07-23,1
3618,71,Warlock,Demonology,Diabolist,DPS,US,Altar of Fangs,18,0,1783.5,356106,0,334,2026-07-23,1
3619,4397,Paladin,Protection,Lightsmith,Tank,EU,Den of Nalorakk,16,-1,1687.1,132908,0,328,2026-07-03,4
3619,46,Priest,Discipline,Voidweaver,Healer,EU,Den of Nalorakk,16,-1,1687.1,54419,2,328,2026-07-03,4
3619,1615,DeathKnight,Frost,Deathbringer,DPS,EU,Den of Nalorakk,16,-1,1687.1,231246,0,328,2026-07-03,4
3619,4398,Paladin,Retribution,Herald of the Sun,DPS,EU,Den of Nalorakk,16,-1,1687.1,218133,2,328,2026-07-03,4
3619,139,Mage,Arcane,Spellslinger,DPS,EU,Den of Nalorakk,16,-1,1687.1,205739,1,328,2026-07-03,4
3620,1789,Druid,Guardian,Elune's Chosen,Tank,EU,Ruby Life Pools,19,1,1498.5,203428,1,334,2026-07-11,3
3620,211,Shaman,Restoration,Totemic,Healer,EU,Ruby Life Pools,19,1,1498.5,57961,1,334,2026-07-11,3
3620,1792,Warlock,Affliction,Soul Harvester,DPS,EU,Ruby Life Pools,19,1,1498.5,361238,1,334,2026-07-11,3
3620,903,Warrior,Arms,Colossus,DPS,EU,Ruby Life Pools,19,1,1498.5,417605,1,334,2026-07-11,3
3620,1790,Hunter,BeastMastery,Pack Leader,DPS,EU,Ruby Life Pools,19,1,1498.5,344932,1,334,2026-07-11,3
3621,268,Paladin,Protection,Lightsmith,Tank,US,Voidscar Arena,17,-1,1344.9,231208,0,328,2026-07-04,4
3621,355,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Voidscar Arena,17,-1,1344.9,63567,0,328,2026-07-04,4
3621,2114,Hunter,BeastMastery,Pack Leader,DPS,US,Voidscar Arena,17,-1,1344.9,229924,5,328,2026-07-04,4
3621,3363,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,Voidscar Arena,17,-1,1344.9,266275,1,328,2026-07-04,4
3621,2734,Paladin,Retribution,Herald of the Sun,DPS,US,Voidscar Arena,17,-1,1344.9,261290,1,328,2026-07-04,4
3622,3119,Paladin,Protection,Lightsmith,Tank,US,Voidscar Arena,18,1,1666.6,156536,1,334,2026-07-25,1
3622,3120,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Voidscar Arena,18,1,1666.6,72877,1,334,2026-07-25,1
3622,3121,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,18,1,1666.6,298446,0,334,2026-07-25,1
3622,3122,Druid,Balance,Elune's Chosen,DPS,US,Voidscar Arena,18,1,1666.6,302348,5,334,2026-07-25,1
3622,1454,Shaman,Elemental,Farseer,DPS,US,Voidscar Arena,18,1,1666.6,337542,1,334,2026-07-25,1
3623,4597,Druid,Guardian,Elune's Chosen,Tank,US,Murder Row,12,-1,1873.0,80717,1,315,2026-07-03,4
3623,4598,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Murder Row,12,-1,1873.0,58928,0,315,2026-07-03,4
3623,533,Paladin,Retribution,Herald of the Sun,DPS,US,Murder Row,12,-1,1873.0,181652,6,315,2026-07-03,4
3623,5692,DeathKnight,Frost,Deathbringer,DPS,US,Murder Row,12,-1,1873.0,136714,3,315,2026-07-03,4
3623,4599,Evoker,Augmentation,Scalecommander,DPS,US,Murder Row,12,-1,1873.0,189655,2,315,2026-07-03,4
3624,2646,Monk,Brewmaster,Master of Harmony,Tank,EU,Voidscar Arena,12,1,1529.7,99352,3,321,2026-07-18,2
3624,1368,Paladin,Holy,Herald of the Sun,Healer,EU,Voidscar Arena,12,1,1529.7,18823,3,321,2026-07-18,2
3624,2647,Hunter,Survival,Sentinel,DPS,EU,Voidscar Arena,12,1,1529.7,182070,4,321,2026-07-18,2
3624,1372,Mage,Arcane,Spellslinger,DPS,EU,Voidscar Arena,12,1,1529.7,175160,4,321,2026-07-18,2
3624,1371,Shaman,Enhancement,Stormbringer,DPS,EU,Voidscar Arena,12,1,1529.7,160496,4,321,2026-07-18,2
3625,93,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,17,1,1825.1,143450,0,334,2026-07-09,3
3625,899,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Kings' Rest,17,1,1825.1,54854,0,334,2026-07-09,3
3625,372,Warrior,Arms,Slayer,DPS,US,Kings' Rest,17,1,1825.1,211375,2,334,2026-07-09,3
3625,95,Mage,Arcane,Spellslinger,DPS,US,Kings' Rest,17,1,1825.1,190314,4,334,2026-07-09,3
3625,1197,Warlock,Affliction,Soul Harvester,DPS,US,Kings' Rest,17,1,1825.1,218899,0,334,2026-07-09,3
3626,146,Paladin,Protection,Lightsmith,Tank,CN,Altar of Fangs,15,-1,1890.9,189572,2,328,2026-06-28,5
3626,195,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Altar of Fangs,15,-1,1890.9,75978,3,328,2026-06-28,5
3626,1244,Hunter,Marksmanship,Sentinel,DPS,CN,Altar of Fangs,15,-1,1890.9,224666,3,328,2026-06-28,5
3626,5693,Mage,Frost,Frostfire,DPS,CN,Altar of Fangs,15,-1,1890.9,200305,4,328,2026-06-28,5
3626,719,Priest,Shadow,Archon,DPS,CN,Altar of Fangs,15,-1,1890.9,195860,4,328,2026-06-28,5
3627,79,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,18,1,1533.6,232537,0,334,2026-07-23,1
3627,258,Shaman,Restoration,Totemic,Healer,US,Ruby Life Pools,18,1,1533.6,65277,2,334,2026-07-23,1
3627,1771,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,18,1,1533.6,317556,4,334,2026-07-23,1
3627,1770,Mage,Frost,Frostfire,DPS,US,Ruby Life Pools,18,1,1533.6,298522,1,334,2026-07-23,1
3627,552,DemonHunter,Devourer,Annihilator,DPS,US,Ruby Life Pools,18,1,1533.6,394108,1,334,2026-07-23,1
3628,4145,Paladin,Protection,Lightsmith,Tank,US,Temple of Sethraliss,17,1,1668.3,194404,0,334,2026-07-12,3
3628,1527,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,17,1,1668.3,71263,1,334,2026-07-12,3
3628,4973,Priest,Shadow,Archon,DPS,US,Temple of Sethraliss,17,1,1668.3,308603,0,334,2026-07-12,3
3628,4294,Mage,Arcane,Spellslinger,DPS,US,Temple of Sethraliss,17,1,1668.3,329633,0,334,2026-07-12,3
3628,1085,Druid,Balance,Elune's Chosen,DPS,US,Temple of Sethraliss,17,1,1668.3,279158,2,334,2026-07-12,3
3629,5694,Paladin,Protection,Lightsmith,Tank,EU,Murder Row,17,0,2572.2,138686,2,334,2026-07-23,1
3629,5695,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Murder Row,17,0,2572.2,62826,4,324,2026-07-23,1
3629,5696,Druid,Balance,Elune's Chosen,DPS,EU,Murder Row,17,0,2572.2,216866,4,334,2026-07-23,1
3629,4503,Shaman,Elemental,Farseer,DPS,EU,Murder Row,17,0,2572.2,234931,4,334,2026-07-23,1
3629,4719,Mage,Arcane,Sunfury,DPS,EU,Murder Row,17,0,2572.2,180662,4,334,2026-07-23,1
3630,813,Paladin,Protection,Lightsmith,Tank,US,Den of Nalorakk,19,-1,2356.3,103233,4,328,2026-07-04,4
3630,166,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Den of Nalorakk,19,-1,2356.3,62104,4,328,2026-07-04,4
3630,1495,Evoker,Augmentation,Scalecommander,DPS,US,Den of Nalorakk,19,-1,2356.3,214352,6,328,2026-07-04,4
3630,1121,Druid,Feral,Druid of the Claw,DPS,US,Den of Nalorakk,19,-1,2356.3,233648,4,328,2026-07-04,4
3630,1496,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,Den of Nalorakk,19,-1,2356.3,232750,3,328,2026-07-04,4
3631,3014,Paladin,Protection,Lightsmith,Tank,CN,Kings' Rest,12,1,1413.9,100961,0,321,2026-07-13,3
3631,5697,Priest,Discipline,Oracle,Healer,CN,Kings' Rest,12,1,1413.9,19516,0,321,2026-07-13,3
3631,5698,Mage,Arcane,Spellslinger,DPS,CN,Kings' Rest,12,1,1413.9,169979,1,321,2026-07-13,3
3631,3963,Shaman,Elemental,Farseer,DPS,CN,Kings' Rest,12,1,1413.9,183216,0,321,2026-07-13,3
3631,5699,Druid,Balance,Elune's Chosen,DPS,CN,Kings' Rest,12,1,1413.9,173600,0,321,2026-07-13,3
3632,5700,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,13,1,1478.2,125338,0,321,2026-07-19,2
3632,5701,Priest,Discipline,Oracle,Healer,EU,The Blinding Vale,13,1,1478.2,20095,1,321,2026-07-19,2
3632,5702,Warrior,Arms,Colossus,DPS,EU,The Blinding Vale,13,1,1478.2,219887,0,321,2026-07-19,2
3632,5703,Mage,Arcane,Spellslinger,DPS,EU,The Blinding Vale,13,1,1478.2,210592,3,321,2026-07-19,2
3632,34,Hunter,Marksmanship,Sentinel,DPS,EU,The Blinding Vale,13,1,1478.2,255677,2,321,2026-07-19,2
3633,93,Paladin,Protection,Lightsmith,Tank,US,The Blinding Vale,18,1,1563.4,177744,1,328,2026-07-05,4
3633,2816,Monk,Mistweaver,Conduit of the Celestials,Healer,US,The Blinding Vale,18,1,1563.4,65637,0,328,2026-07-05,4
3633,2621,Shaman,Elemental,Farseer,DPS,US,The Blinding Vale,18,1,1563.4,295824,3,328,2026-07-05,4
3633,1213,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,The Blinding Vale,18,1,1563.4,354100,1,328,2026-07-05,4
3633,167,Hunter,Survival,Pack Leader,DPS,US,The Blinding Vale,18,1,1563.4,282633,1,328,2026-07-05,4
3634,1672,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,12,-1,1483.4,167860,0,315,2026-06-28,5
3634,4508,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,12,-1,1483.4,51284,1,315,2026-06-28,5
3634,1348,DemonHunter,Havoc,Aldrachi Reaver,DPS,US,Altar of Fangs,12,-1,1483.4,169722,1,315,2026-06-28,5
3634,1518,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Altar of Fangs,12,-1,1483.4,292394,0,315,2026-06-28,5
3634,2061,Evoker,Devastation,Scalecommander,DPS,US,Altar of Fangs,12,-1,1483.4,159153,1,315,2026-06-28,5
3635,165,Paladin,Protection,Lightsmith,Tank,US,Den of Nalorakk,19,-1,2735.7,137949,4,328,2026-07-04,4
3635,319,Shaman,Restoration,Totemic,Healer,US,Den of Nalorakk,19,-1,2735.7,25362,7,328,2026-07-04,4
3635,1213,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,Den of Nalorakk,19,-1,2735.7,236801,4,328,2026-07-04,4
3635,949,DemonHunter,Havoc,Fel-Scarred,DPS,US,Den of Nalorakk,19,-1,2735.7,186889,5,328,2026-07-04,4
3635,1121,Druid,Feral,Druid of the Claw,DPS,US,Den of Nalorakk,19,-1,2735.7,192178,3,328,2026-07-04,4
3636,601,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,15,1,1407.7,175855,2,334,2026-07-26,1
3636,4987,Priest,Holy,Oracle,Healer,US,Voidscar Arena,15,1,1407.7,46750,1,334,2026-07-26,1
3636,4990,DemonHunter,Devourer,Void-Scarred,DPS,US,Voidscar Arena,15,1,1407.7,247877,2,334,2026-07-26,1
3636,4988,Hunter,Marksmanship,Sentinel,DPS,US,Voidscar Arena,15,1,1407.7,247240,3,334,2026-07-26,1
3636,4989,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,15,1,1407.7,298541,1,334,2026-07-26,1
3637,1170,Monk,Brewmaster,Shado-Pan,Tank,US,Den of Nalorakk,12,1,1520.5,92018,1,321,2026-07-15,2
3637,5704,Paladin,Holy,Herald of the Sun,Healer,US,Den of Nalorakk,12,1,1520.5,33342,2,321,2026-07-15,2
3637,3819,Druid,Balance,Elune's Chosen,DPS,US,Den of Nalorakk,12,1,1520.5,187026,1,321,2026-07-15,2
3637,1172,Warrior,Arms,Colossus,DPS,US,Den of Nalorakk,12,1,1520.5,193290,3,321,2026-07-15,2
3637,1174,Rogue,Outlaw,Trickster,DPS,US,Den of Nalorakk,12,1,1520.5,180425,0,321,2026-07-15,2
3638,458,Paladin,Protection,Lightsmith,Tank,CN,Den of Nalorakk,20,1,1814.4,188702,0,334,2026-07-22,1
3638,195,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Den of Nalorakk,20,1,1814.4,71739,1,334,2026-07-22,1
3638,5458,Hunter,Marksmanship,Sentinel,DPS,CN,Den of Nalorakk,20,1,1814.4,289136,3,334,2026-07-22,1
3638,749,Druid,Balance,Elune's Chosen,DPS,CN,Den of Nalorakk,20,1,1814.4,343619,2,334,2026-07-22,1
3638,460,Warrior,Arms,Slayer,DPS,CN,Den of Nalorakk,20,1,1814.4,337751,1,334,2026-07-22,1
3639,268,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,20,1,1452.5,308696,1,334,2026-07-11,3
3639,355,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Ruby Life Pools,20,1,1452.5,93309,0,334,2026-07-11,3
3639,258,Shaman,Elemental,Farseer,DPS,US,Ruby Life Pools,20,1,1452.5,374129,0,334,2026-07-11,3
3639,271,Mage,Arcane,Spellslinger,DPS,US,Ruby Life Pools,20,1,1452.5,383536,0,334,2026-07-11,3
3639,115,DemonHunter,Devourer,Annihilator,DPS,US,Ruby Life Pools,20,1,1452.5,400419,0,334,2026-07-11,3
3640,2849,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,10,-1,1199.2,109822,0,315,2026-06-27,5
3640,5705,Evoker,Preservation,Chronowarden,Healer,US,Altar of Fangs,10,-1,1199.2,15616,2,315,2026-06-27,5
3640,5706,Rogue,Subtlety,Deathstalker,DPS,US,Altar of Fangs,10,-1,1199.2,212550,0,315,2026-06-27,5
3640,72,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,10,-1,1199.2,153004,2,315,2026-06-27,5
3640,2221,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,Altar of Fangs,10,-1,1199.2,304422,0,315,2026-06-27,5
3641,227,Paladin,Protection,Lightsmith,Tank,US,Murder Row,15,1,1964.8,131422,0,328,2026-07-07,3
3641,228,Paladin,Holy,Lightsmith,Healer,US,Murder Row,15,1,1964.8,54195,0,328,2026-07-07,3
3641,231,Mage,Arcane,Spellslinger,DPS,US,Murder Row,15,1,1964.8,162815,0,328,2026-07-07,3
3641,1153,Hunter,BeastMastery,Pack Leader,DPS,US,Murder Row,15,1,1964.8,205788,0,328,2026-07-07,3
3641,3357,Druid,Balance,Elune's Chosen,DPS,US,Murder Row,15,1,1964.8,228397,0,328,2026-07-07,3
3642,93,Paladin,Protection,Unknown,Tank,US,Den of Nalorakk,20,0,2057.6,132161,1,334,2026-07-23,1
3642,3352,Monk,Mistweaver,Unknown,Healer,US,Den of Nalorakk,20,0,2057.6,71307,1,334,2026-07-23,1
3642,270,Warrior,Arms,Unknown,DPS,US,Den of Nalorakk,20,0,2057.6,294798,3,334,2026-07-23,1
3642,529,Hunter,Marksmanship,Unknown,DPS,US,Den of Nalorakk,20,0,2057.6,292574,3,334,2026-07-23,1
3642,2999,Druid,Balance,Unknown,DPS,US,Den of Nalorakk,20,0,2057.6,253595,4,334,2026-07-23,1
3643,5620,Monk,Brewmaster,Master of Harmony,Tank,US,Den of Nalorakk,17,-1,1913.9,106641,1,328,2026-07-04,4
3643,436,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Den of Nalorakk,17,-1,1913.9,53926,5,328,2026-07-04,4
3643,1956,Hunter,BeastMastery,Pack Leader,DPS,US,Den of Nalorakk,17,-1,1913.9,239747,1,328,2026-07-04,4
3643,1549,DeathKnight,Frost,Deathbringer,DPS,US,Den of Nalorakk,17,-1,1913.9,241263,3,328,2026-07-04,4
3643,1533,Evoker,Augmentation,Scalecommander,DPS,US,Den of Nalorakk,17,-1,1913.9,234730,3,328,2026-07-04,4
3644,5707,DemonHunter,Vengeance,Annihilator,Tank,EU,Voidscar Arena,12,1,1455.0,63989,1,315,2026-07-07,4
3644,3331,Priest,Discipline,Oracle,Healer,EU,Voidscar Arena,12,1,1455.0,24500,0,315,2026-07-07,4
3644,3334,Mage,Arcane,Spellslinger,DPS,EU,Voidscar Arena,12,1,1455.0,157200,2,315,2026-07-07,4
3644,5708,Rogue,Assassination,Deathstalker,DPS,EU,Voidscar Arena,12,1,1455.0,133836,2,315,2026-07-07,4
3644,360,Warlock,Affliction,Soul Harvester,DPS,EU,Voidscar Arena,12,1,1455.0,164813,1,315,2026-07-07,4
3645,1473,Paladin,Protection,Lightsmith,Tank,EU,Den of Nalorakk,17,1,1839.1,117174,0,334,2026-07-27,1
3645,614,Shaman,Restoration,Farseer,Healer,EU,Den of Nalorakk,17,1,1839.1,38806,0,334,2026-07-27,1
3645,377,Warrior,Arms,Slayer,DPS,EU,Den of Nalorakk,17,1,1839.1,247323,1,334,2026-07-27,1
3645,427,Hunter,Marksmanship,Dark Ranger,DPS,EU,Den of Nalorakk,17,1,1839.1,293547,1,334,2026-07-27,1
