run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning
6022,1039,Priest,Shadow,Voidweaver,DPS,EU,Kings' Rest,19,1,1935.4,231265,1,334,2026-08-09,0,1
6022,2962,DeathKnight,Unholy,San'layn,DPS,EU,Kings' Rest,19,1,1935.4,219948,0,334,2026-08-09,0,1
6023,5382,DeathKnight,Blood,San'layn,Tank,EU,Voidscar Arena,10,1,1454.7,99552,2,321,2026-08-08,0,1
6023,8027,Druid,Restoration,Keeper of the Grove,Healer,EU,Voidscar Arena,10,1,1454.7,13409,2,321,2026-08-08,0,1
6023,9017,Monk,Windwalker,Shado-Pan,DPS,EU,Voidscar Arena,10,1,1454.7,150395,4,321,2026-08-08,0,1
6023,9018,Mage,Fire,Sunfury,DPS,EU,Voidscar Arena,10,1,1454.7,192882,2,321,2026-08-08,0,1
6023,9019,DemonHunter,Devourer,Void-Scarred,DPS,EU,Voidscar Arena,10,1,1454.7,183080,4,321,2026-08-08,0,1
6024,9020,DemonHunter,Vengeance,Aldrachi Reaver,Tank,EU,Kings' Rest,14,1,1814.1,63810,1,321,2026-08-08,0,1
6024,8200,Shaman,Restoration,Totemic,Healer,EU,Kings' Rest,14,1,1814.1,35222,1,321,2026-08-08,0,1
6024,8225,Warlock,Destruction,Diabolist,DPS,EU,Kings' Rest,14,1,1814.1,155404,1,321,2026-08-08,0,1
6024,9021,Paladin,Retribution,Herald of the Sun,DPS,EU,Kings' Rest,14,1,1814.1,161732,2,321,2026-08-08,0,1
6024,8254,Mage,Arcane,Sunfury,DPS,EU,Kings' Rest,14,1,1814.1,197233,0,321,2026-08-08,0,1
6025,7578,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,10,1,1616.7,129696,1,321,2026-08-08,0,1
6025,9022,Druid,Restoration,Wildstalker,Healer,US,Ruby Life Pools,10,1,1616.7,1366,2,321,2026-08-08,0,1
6025,7638,Druid,Balance,Elune's Chosen,DPS,US,Ruby Life Pools,10,1,1616.7,121362,6,321,2026-08-08,0,1
6025,7582,Mage,Arcane,Spellslinger,DPS,US,Ruby Life Pools,10,1,1616.7,183992,2,321,2026-08-08,0,1
6025,7580,Warlock,Affliction,Soul Harvester,DPS,US,Ruby Life Pools,10,1,1616.7,164881,3,321,2026-08-08,0,1
6026,9023,DeathKnight,Blood,San'layn,Tank,EU,Ruby Life Pools,10,1,1285.6,142404,0,321,2026-08-07,0,1
6026,9024,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Ruby Life Pools,10,1,1285.6,47390,1,321,2026-08-07,0,1
6026,9025,Paladin,Retribution,Herald of the Sun,DPS,EU,Ruby Life Pools,10,1,1285.6,214186,2,321,2026-08-07,0,1
6026,9026,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,10,1,1285.6,143262,2,321,2026-08-07,0,1
6026,9027,Evoker,Devastation,Scalecommander,DPS,EU,Ruby Life Pools,10,1,1285.6,174963,3,321,2026-08-07,0,1
6027,1017,DeathKnight,Blood,San'layn,Tank,EU,The Blinding Vale,19,0,1834.1,214447,0,334,2026-08-07,0,1
6027,9028,Paladin,Holy,Herald of the Sun,Healer,EU,The Blinding Vale,19,0,1834.1,31503,2,334,2026-08-07,0,1
6027,4720,DemonHunter,Devourer,Void-Scarred,DPS,EU,The Blinding Vale,19,0,1834.1,308966,3,334,2026-08-07,0,1
6027,1039,Priest,Shadow,Archon,DPS,EU,The Blinding Vale,19,0,1834.1,357941,0,334,2026-08-07,0,1
6027,6064,Mage,Arcane,Sunfury,DPS,EU,The Blinding Vale,19,0,1834.1,344172,2,334,2026-08-07,0,1
6028,9029,Druid,Guardian,Elune's Chosen,Tank,EU,Altar of Fangs,10,0,1746.6,100500,2,321,2026-08-07,0,1
6028,9030,Paladin,Holy,Herald of the Sun,Healer,EU,Altar of Fangs,10,0,1746.6,24888,3,321,2026-08-07,0,1
6028,9031,Mage,Arcane,Spellslinger,DPS,EU,Altar of Fangs,10,0,1746.6,178285,3,321,2026-08-07,0,1
6028,9032,Shaman,Enhancement,Stormbringer,DPS,EU,Altar of Fangs,10,0,1746.6,208732,3,321,2026-08-07,0,1
6028,9033,DeathKnight,Unholy,San'layn,DPS,EU,Altar of Fangs,10,0,1746.6,207393,3,321,2026-08-07,0,1
6029,8840,DeathKnight,Blood,San'layn,Tank,CN,Altar of Fangs,20,1,1679.5,271378,0,334,2026-08-08,0,1
6029,5969,Paladin,Holy,Lightsmith,Healer,CN,Altar of Fangs,20,1,1679.5,76698,0,334,2026-08-08,0,1
6029,7716,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,20,1,1679.5,411027,1,334,2026-08-08,0,1
6029,290,Mage,Arcane,Sunfury,DPS,CN,Altar of Fangs,20,1,1679.5,434283,1,334,2026-08-08,0,1
6029,8542,Shaman,Elemental,Farseer,DPS,CN,Altar of Fangs,20,1,1679.5,448252,0,334,2026-08-08,0,1
6030,527,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,20,0,1744.3,247962,1,334,2026-08-08,0,1
6030,258,Shaman,Restoration,Totemic,Healer,US,Voidscar Arena,20,0,1744.3,53686,2,334,2026-08-08,0,1
6030,248,Monk,Windwalker,Shado-Pan,DPS,US,Voidscar Arena,20,0,1744.3,345833,6,334,2026-08-08,0,1
6030,3770,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,20,0,1744.3,324028,4,334,2026-08-08,0,1
6030,7723,Druid,Feral,Druid of the Claw,DPS,US,Voidscar Arena,20,0,1744.3,357652,2,334,2026-08-08,0,1
6031,1426,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,18,1,1712.1,150913,0,334,2026-08-08,0,1
6031,9034,Evoker,Preservation,Flameshaper,Healer,EU,The Blinding Vale,18,1,1712.1,71884,2,334,2026-08-08,0,1
6031,9035,Mage,Arcane,Sunfury,DPS,EU,The Blinding Vale,18,1,1712.1,350099,0,334,2026-08-08,0,1
6031,2962,DeathKnight,Unholy,San'layn,DPS,EU,The Blinding Vale,18,1,1712.1,336915,1,334,2026-08-08,0,1
6031,6575,Rogue,Subtlety,Deathstalker,DPS,EU,The Blinding Vale,18,1,1712.1,258021,2,334,2026-08-08,0,1
6032,8486,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,16,0,1688.0,226163,3,334,2026-08-08,0,1
6032,9036,Paladin,Holy,Herald of the Sun,Healer,US,Ruby Life Pools,16,0,1688.0,25943,3,334,2026-08-08,0,1
6032,6897,DemonHunter,Devourer,Annihilator,DPS,US,Ruby Life Pools,16,0,1688.0,302566,4,334,2026-08-08,0,1
6032,9037,Hunter,Survival,Sentinel,DPS,US,Ruby Life Pools,16,0,1688.0,220712,3,334,2026-08-08,0,1
6032,9038,Mage,Arcane,Sunfury,DPS,US,Ruby Life Pools,16,0,1688.0,250648,2,334,2026-08-08,0,1
6033,9039,DeathKnight,Blood,San'layn,Tank,US,Kings' Rest,18,1,1837.4,119381,0,334,2026-08-08,0,1
6033,549,Evoker,Preservation,Flameshaper,Healer,US,Kings' Rest,18,1,1837.4,63356,1,334,2026-08-08,0,1
6033,967,Mage,Arcane,Sunfury,DPS,US,Kings' Rest,18,1,1837.4,237416,0,334,2026-08-08,0,1
6033,9040,DemonHunter,Havoc,Fel-Scarred,DPS,US,Kings' Rest,18,1,1837.4,200935,2,334,2026-08-08,0,1
6033,9041,Shaman,Elemental,Farseer,DPS,US,Kings' Rest,18,1,1837.4,245778,0,334,2026-08-08,0,1
6034,4808,DeathKnight,Blood,San'layn,Tank,EU,The Blinding Vale,17,1,1483.6,181257,1,334,2026-08-08,0,1
6034,46,Priest,Discipline,Voidweaver,Healer,EU,The Blinding Vale,17,1,1483.6,84455,1,334,2026-08-08,0,1
6034,8948,Mage,Arcane,Sunfury,DPS,EU,The Blinding Vale,17,1,1483.6,361774,1,334,2026-08-08,0,1
6034,8949,DemonHunter,Devourer,Annihilator,DPS,EU,The Blinding Vale,17,1,1483.6,288339,2,334,2026-08-08,0,1
6034,8950,Druid,Balance,Elune's Chosen,DPS,EU,The Blinding Vale,17,1,1483.6,280158,5,334,2026-08-08,0,1
6035,8930,DeathKnight,Blood,San'layn,Tank,EU,Voidscar Arena,15,0,1576.5,109305,2,334,2026-08-07,0,1
6035,7735,Paladin,Holy,Lightsmith,Healer,EU,Voidscar Arena,15,0,1576.5,26724,4,334,2026-08-07,0,1
6035,154,DemonHunter,Devourer,Annihilator,DPS,EU,Voidscar Arena,15,0,1576.5,226238,4,334,2026-08-07,0,1
6035,153,Mage,Arcane,Sunfury,DPS,EU,Voidscar Arena,15,0,1576.5,266690,6,334,2026-08-07,0,1
6035,1464,Shaman,Elemental,Farseer,DPS,EU,Voidscar Arena,15,0,1576.5,246874,7,334,2026-08-07,0,1
6036,8961,DeathKnight,Blood,Deathbringer,Tank,CN,Altar of Fangs,18,0,1953.3,178639,0,334,2026-08-07,0,1
6036,9042,Evoker,Preservation,Flameshaper,Healer,CN,Altar of Fangs,18,0,1953.3,65141,1,334,2026-08-07,0,1
6036,7818,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,18,0,1953.3,300181,2,334,2026-08-07,0,1
6036,9043,Monk,Windwalker,Conduit of the Celestials,DPS,CN,Altar of Fangs,18,0,1953.3,348931,3,334,2026-08-07,0,1
6036,9044,Shaman,Elemental,Farseer,DPS,CN,Altar of Fangs,18,0,1953.3,286572,6,334,2026-08-07,0,1
6037,79,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,19,1,1681.5,206953,0,334,2026-08-08,0,1
6037,6524,Paladin,Holy,Herald of the Sun,Healer,US,The Blinding Vale,19,1,1681.5,45211,1,334,2026-08-08,0,1
6037,271,Mage,Arcane,Sunfury,DPS,US,The Blinding Vale,19,1,1681.5,398148,2,334,2026-08-08,0,1
6037,3770,Warrior,Arms,Slayer,DPS,US,The Blinding Vale,19,1,1681.5,346262,0,334,2026-08-08,0,1
6037,9045,Shaman,Elemental,Farseer,DPS,US,The Blinding Vale,19,1,1681.5,339511,2,334,2026-08-08,0,1
6038,7627,DemonHunter,Vengeance,Annihilator,Tank,US,Kings' Rest,10,1,1805.6,78264,0,321,2026-08-09,0,1
6038,8875,Shaman,Restoration,Totemic,Healer,US,Kings' Rest,10,1,1805.6,12394,1,321,2026-08-09,0,1
6038,7638,Druid,Feral,Druid of the Claw,DPS,US,Kings' Rest,10,1,1805.6,82272,0,321,2026-08-09,0,1
6038,7580,Warlock,Demonology,Diabolist,DPS,US,Kings' Rest,10,1,1805.6,149597,0,321,2026-08-09,0,1
6038,7581,Priest,Shadow,Archon,DPS,US,Kings' Rest,10,1,1805.6,142787,1,321,2026-08-09,0,1
6039,3290,DemonHunter,Vengeance,Annihilator,Tank,US,Murder Row,17,0,2331.1,135162,3,334,2026-08-08,0,1
6039,9046,Paladin,Holy,Herald of the Sun,Healer,US,Murder Row,17,0,2331.1,30385,3,334,2026-08-08,0,1
6039,9047,Warrior,Arms,Slayer,DPS,US,Murder Row,17,0,2331.1,234635,6,334,2026-08-08,0,1
6039,2596,Warlock,Demonology,Diabolist,DPS,US,Murder Row,17,0,2331.1,274477,3,334,2026-08-08,0,1
6039,453,Hunter,BeastMastery,Pack Leader,DPS,US,Murder Row,17,0,2331.1,260187,4,334,2026-08-08,0,1
6040,916,Druid,Guardian,Elune's Chosen,Tank,US,Den of Nalorakk,17,1,1820.6,180407,0,334,2026-08-08,0,1
6040,6806,Shaman,Restoration,Farseer,Healer,US,Den of Nalorakk,17,1,1820.6,39707,0,334,2026-08-08,0,1
6040,9048,Paladin,Retribution,Herald of the Sun,DPS,US,Den of Nalorakk,17,1,1820.6,275427,1,334,2026-08-08,0,1
6040,6395,Warrior,Arms,Slayer,DPS,US,Den of Nalorakk,17,1,1820.6,285824,0,334,2026-08-08,0,1
6040,8946,Mage,Arcane,Sunfury,DPS,US,Den of Nalorakk,17,1,1820.6,295518,0,334,2026-08-08,0,1
6041,8083,DeathKnight,Blood,San'layn,Tank,EU,Temple of Sethraliss,15,1,1824.4,184013,0,334,2026-08-08,0,1
6041,7735,Paladin,Holy,Lightsmith,Healer,EU,Temple of Sethraliss,15,1,1824.4,32667,0,334,2026-08-08,0,1
6041,9049,Mage,Arcane,Sunfury,DPS,EU,Temple of Sethraliss,15,1,1824.4,250619,1,334,2026-08-08,0,1
6041,154,DemonHunter,Devourer,Annihilator,DPS,EU,Temple of Sethraliss,15,1,1824.4,249235,1,334,2026-08-08,0,1
6041,7958,Priest,Shadow,Archon,DPS,EU,Temple of Sethraliss,15,1,1824.4,169173,4,334,2026-08-08,0,1
6042,588,DeathKnight,Blood,San'layn,Tank,EU,Altar of Fangs,15,1,1498.7,185233,0,334,2026-08-08,0,1
6042,9050,Shaman,Restoration,Totemic,Healer,EU,Altar of Fangs,15,1,1498.7,44621,1,334,2026-08-08,0,1
6042,6035,Paladin,Retribution,Herald of the Sun,DPS,EU,Altar of Fangs,15,1,1498.7,258686,0,334,2026-08-08,0,1
6042,9051,Rogue,Outlaw,Trickster,DPS,EU,Altar of Fangs,15,1,1498.7,303106,3,334,2026-08-08,0,1
6042,619,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,15,1,1498.7,328507,0,334,2026-08-08,0,1
6043,510,Warrior,Protection,Colossus,Tank,EU,Ruby Life Pools,15,0,1692.2,158075,1,334,2026-08-07,0,1
6043,7036,Paladin,Holy,Herald of the Sun,Healer,EU,Ruby Life Pools,15,0,1692.2,21802,0,334,2026-08-07,0,1
6043,8735,DeathKnight,Unholy,San'layn,DPS,EU,Ruby Life Pools,15,0,1692.2,256699,1,334,2026-08-07,0,1
6043,859,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,15,0,1692.2,207760,3,334,2026-08-07,0,1
6043,9052,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,15,0,1692.2,257529,1,334,2026-08-07,0,1
6044,8988,Paladin,Protection,Unknown,Tank,US,Temple of Sethraliss,15,0,1967.3,96991,2,334,2026-08-08,0,1
6044,8063,Paladin,Holy,Unknown,Healer,US,Temple of Sethraliss,15,0,1967.3,17230,1,334,2026-08-08,0,1
6044,8990,DeathKnight,Unholy,Unknown,DPS,US,Temple of Sethraliss,15,0,1967.3,210393,2,334,2026-08-08,0,1
6044,8989,Priest,Shadow,Unknown,DPS,US,Temple of Sethraliss,15,0,1967.3,229127,3,334,2026-08-08,0,1
