tuning_mult,projected_dps,run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
1.0,165754,1217,3302,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,16,0,1624.5,165754,2,334,2026-07-26,3,0,1781.0,-6.0
1.0,42074,1217,3303,Shaman,Restoration,Totemic,Healer,EU,Ruby Life Pools,16,0,1624.5,42074,3,334,2026-07-26,3,0,1781.0,-6.0
1.0,251852,1217,3304,DemonHunter,Devourer,Void-Scarred,DPS,EU,Ruby Life Pools,16,0,1624.5,251852,1,334,2026-07-26,3,0,1781.0,-6.0
1.0,289744,1217,3305,Warrior,Arms,Slayer,DPS,EU,Ruby Life Pools,16,0,1624.5,289744,2,334,2026-07-26,3,0,1781.0,-6.0
1.0,250966,1217,3306,Evoker,Devastation,Flameshaper,DPS,EU,Ruby Life Pools,16,0,1624.5,250966,4,334,2026-07-26,3,0,1781.0,-6.0
1.0,72774,1218,2107,DemonHunter,Vengeance,Annihilator,Tank,EU,Kings' Rest,10,-1,1988.6,72774,2,321,2026-07-11,5,0,2045.0,-3.3
1.0,14141,1218,2108,Paladin,Holy,Herald of the Sun,Healer,EU,Kings' Rest,10,-1,1988.6,14141,2,321,2026-07-11,5,0,2045.0,-3.3
1.0,103388,1218,2110,Evoker,Devastation,Scalecommander,DPS,EU,Kings' Rest,10,-1,1988.6,103388,4,321,2026-07-11,5,0,2045.0,-3.3
1.0,103638,1218,2111,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Kings' Rest,10,-1,1988.6,103638,3,321,2026-07-11,5,0,2045.0,-3.3
1.0,114021,1218,2109,Paladin,Retribution,Templar,DPS,EU,Kings' Rest,10,-1,1988.6,114021,2,321,2026-07-11,5,0,2045.0,-3.3
1.0,86180,1219,2506,DeathKnight,Blood,Deathbringer,Tank,US,Altar of Fangs,12,-1,2494.9,86180,3,321,2026-07-26,3,0,2742.0,-52.3
1.0,36521,1219,2507,Paladin,Holy,Lightsmith,Healer,US,Altar of Fangs,12,-1,2494.9,36521,5,321,2026-07-26,3,0,2742.0,-52.3
1.0,73422,1219,2509,DemonHunter,Devourer,Annihilator,DPS,US,Altar of Fangs,12,-1,2494.9,73422,8,321,2026-07-26,3,0,2742.0,-52.3
1.0,178491,1219,2508,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,12,-1,2494.9,178491,4,321,2026-07-26,3,0,2742.0,-52.3
1.0,164459,1219,3307,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,12,-1,2494.9,164459,6,321,2026-07-26,3,0,2742.0,-52.3
1.0,98855,1220,3308,Paladin,Protection,Lightsmith,Tank,CN,Den of Nalorakk,15,0,1972.0,98855,2,334,2026-07-16,4,0,2144.0,-11.6
1.0,39839,1220,3309,Shaman,Restoration,Totemic,Healer,CN,Den of Nalorakk,15,0,1972.0,39839,1,334,2026-07-16,4,0,2144.0,-11.6
1.0,200645,1220,1486,Shaman,Elemental,Farseer,DPS,CN,Den of Nalorakk,15,0,1972.0,200645,3,334,2026-07-16,4,0,2144.0,-11.6
1.0,197868,1220,127,Mage,Arcane,Spellslinger,DPS,CN,Den of Nalorakk,15,0,1972.0,197868,3,334,2026-07-16,4,0,2144.0,-11.6
1.0,180344,1220,3310,Druid,Balance,Elune's Chosen,DPS,CN,Den of Nalorakk,15,0,1972.0,180344,4,334,2026-07-16,4,0,2144.0,-11.6
1.0,246926,1221,331,Paladin,Protection,Lightsmith,Tank,EU,Temple of Sethraliss,18,-1,2081.8,246926,1,334,2026-07-09,5,0,2314.0,-20.5
1.0,78903,1221,96,Priest,Discipline,Voidweaver,Healer,EU,Temple of Sethraliss,18,-1,2081.8,78903,4,334,2026-07-09,5,0,2314.0,-20.5
1.0,266231,1221,333,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Temple of Sethraliss,18,-1,2081.8,266231,5,334,2026-07-09,5,0,2314.0,-20.5
1.0,290752,1221,3311,DemonHunter,Devourer,Void-Scarred,DPS,EU,Temple of Sethraliss,18,-1,2081.8,290752,5,334,2026-07-09,5,0,2314.0,-20.5
1.0,278568,1221,249,Rogue,Assassination,Fatebound,DPS,EU,Temple of Sethraliss,18,-1,2081.8,278568,3,334,2026-07-09,5,0,2314.0,-20.5
1.0,107600,1222,2596,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,12,-1,1857.1,107600,1,315,2026-06-27,7,0,2104.0,-16.9
1.0,4971,1222,2999,Druid,Restoration,Wildstalker,Healer,US,Altar of Fangs,12,-1,1857.1,4971,6,315,2026-06-27,7,0,2104.0,-16.9
1.0,188910,1222,1546,Evoker,Augmentation,Scalecommander,DPS,US,Altar of Fangs,12,-1,1857.1,188910,2,315,2026-06-27,7,0,2104.0,-16.9
1.0,203612,1222,3312,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Altar of Fangs,12,-1,1857.1,203612,4,315,2026-06-27,7,0,2104.0,-16.9
1.0,143865,1222,3313,DemonHunter,Devourer,Annihilator,DPS,US,Altar of Fangs,12,-1,1857.1,143865,5,315,2026-06-27,7,0,2104.0,-16.9
1.0,164686,1223,1166,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,18,1,1598.6,164686,0,334,2026-07-19,4,0,1665.0,10.5
1.0,76365,1223,712,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,The Blinding Vale,18,1,1598.6,76365,1,334,2026-07-19,4,0,1665.0,10.5
1.0,344686,1223,3314,Mage,Arcane,Spellslinger,DPS,EU,The Blinding Vale,18,1,1598.6,344686,1,334,2026-07-19,4,0,1665.0,10.5
1.0,311665,1223,664,Druid,Balance,Elune's Chosen,DPS,EU,The Blinding Vale,18,1,1598.6,311665,1,334,2026-07-19,4,0,1665.0,10.5
1.0,313991,1223,2074,Priest,Shadow,Archon,DPS,EU,The Blinding Vale,18,1,1598.6,313991,2,334,2026-07-19,4,0,1665.0,10.5
1.0,110312,1224,3315,Paladin,Protection,Lightsmith,Tank,CN,Voidscar Arena,18,-1,2274.6,110312,3,328,2026-07-06,6,0,2461.0,-36.7
1.0,23925,1224,3316,Shaman,Restoration,Totemic,Healer,CN,Voidscar Arena,18,-1,2274.6,23925,1,328,2026-07-06,6,0,2461.0,-36.7
1.0,170116,1224,3317,DemonHunter,Havoc,Fel-Scarred,DPS,CN,Voidscar Arena,18,-1,2274.6,170116,6,328,2026-07-06,6,0,2461.0,-36.7
1.0,216998,1224,127,Mage,Arcane,Spellslinger,DPS,CN,Voidscar Arena,18,-1,2274.6,216998,4,328,2026-07-06,6,0,2461.0,-36.7
1.0,140225,1224,3318,Evoker,Augmentation,Scalecommander,DPS,CN,Voidscar Arena,18,-1,2274.6,140225,4,328,2026-07-06,6,0,2461.0,-36.7
1.0,209829,1225,353,Paladin,Protection,Lightsmith,Tank,CN,Murder Row,20,1,1872.8,209829,0,334,2026-07-19,4,0,1984.0,2.7
1.0,87284,1225,125,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Murder Row,20,1,1872.8,87284,1,334,2026-07-19,4,0,1984.0,2.7
1.0,344995,1225,2496,Shaman,Elemental,Farseer,DPS,CN,Murder Row,20,1,1872.8,344995,3,334,2026-07-19,4,0,1984.0,2.7
1.0,335462,1225,356,Druid,Balance,Elune's Chosen,DPS,CN,Murder Row,20,1,1872.8,335462,1,334,2026-07-19,4,0,1984.0,2.7
1.0,333330,1225,2672,Priest,Shadow,Archon,DPS,CN,Murder Row,20,1,1872.8,333330,3,334,2026-07-19,4,0,1984.0,2.7
1.0,228098,1226,186,Paladin,Protection,Lightsmith,Tank,US,Den of Nalorakk,19,1,1652.9,228098,0,334,2026-07-18,4,0,1674.0,12.8
1.0,66966,1226,946,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Den of Nalorakk,19,1,1652.9,66966,0,334,2026-07-18,4,0,1674.0,12.8
1.0,317511,1226,1668,Priest,Shadow,Archon,DPS,US,Den of Nalorakk,19,1,1652.9,317511,0,334,2026-07-18,4,0,1674.0,12.8
1.0,313218,1226,594,Shaman,Enhancement,Stormbringer,DPS,US,Den of Nalorakk,19,1,1652.9,313218,1,334,2026-07-18,4,0,1674.0,12.8
1.0,314670,1226,70,DemonHunter,Devourer,Void-Scarred,DPS,US,Den of Nalorakk,19,1,1652.9,314670,1,334,2026-07-18,4,0,1674.0,12.8
1.0,107247,1227,1333,DemonHunter,Vengeance,Aldrachi Reaver,Tank,EU,Kings' Rest,19,-1,1848.3,107247,0,334,2026-07-13,5,0,1930.0,2.5
1.0,76166,1227,3319,Evoker,Preservation,Flameshaper,Healer,EU,Kings' Rest,19,-1,1848.3,76166,3,334,2026-07-13,5,0,1930.0,2.5
1.0,232507,1227,3320,DeathKnight,Frost,Deathbringer,DPS,EU,Kings' Rest,19,-1,1848.3,232507,0,334,2026-07-13,5,0,1930.0,2.5
1.0,247918,1227,142,Mage,Arcane,Sunfury,DPS,EU,Kings' Rest,19,-1,1848.3,247918,0,334,2026-07-13,5,0,1930.0,2.5
1.0,283632,1227,3321,Mage,Arcane,Spellslinger,DPS,EU,Kings' Rest,19,-1,1848.3,283632,3,334,2026-07-13,5,0,1930.0,2.5
1.0,189729,1228,2853,Paladin,Protection,Lightsmith,Tank,CN,Ruby Life Pools,19,0,1600.5,189729,0,334,2026-07-22,3,0,1682.0,-0.1
1.0,85551,1228,1146,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Ruby Life Pools,19,0,1600.5,85551,0,334,2026-07-22,3,0,1682.0,-0.1
1.0,365541,1228,1148,Hunter,Marksmanship,Sentinel,DPS,CN,Ruby Life Pools,19,0,1600.5,365541,1,334,2026-07-22,3,0,1682.0,-0.1
1.0,322263,1228,1147,Warrior,Arms,Slayer,DPS,CN,Ruby Life Pools,19,0,1600.5,322263,4,334,2026-07-22,3,0,1682.0,-0.1
1.0,307335,1228,391,DeathKnight,Frost,Deathbringer,DPS,CN,Ruby Life Pools,19,0,1600.5,307335,1,334,2026-07-22,3,0,1682.0,-0.1
1.0,233104,1229,67,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,18,1,1654.3,233104,0,334,2026-07-19,4,0,1706.0,5.2
1.0,72046,1229,1705,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,18,1,1654.3,72046,2,334,2026-07-19,4,0,1706.0,5.2
1.0,346220,1229,152,Monk,Windwalker,Conduit of the Celestials,DPS,US,Altar of Fangs,18,1,1654.3,346220,0,334,2026-07-19,4,0,1706.0,5.2
1.0,323353,1229,3322,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,18,1,1654.3,323353,2,334,2026-07-19,4,0,1706.0,5.2
1.0,404516,1229,407,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,18,1,1654.3,404516,0,334,2026-07-19,4,0,1706.0,5.2
1.0,87632,1230,3323,Paladin,Protection,Templar,Tank,US,Altar of Fangs,12,0,2029.5,87632,3,321,2026-07-17,4,0,2171.0,-20.6
1.0,56462,1230,1632,Priest,Discipline,Voidweaver,Healer,US,Altar of Fangs,12,0,2029.5,56462,2,321,2026-07-17,4,0,2171.0,-20.6
1.0,176557,1230,3324,Warlock,Affliction,Soul Harvester,DPS,US,Altar of Fangs,12,0,2029.5,176557,2,321,2026-07-17,4,0,2171.0,-20.6
1.0,220811,1230,3325,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,12,0,2029.5,220811,1,321,2026-07-17,4,0,2171.0,-20.6
1.0,68060,1230,3326,DemonHunter,Devourer,Annihilator,DPS,US,Altar of Fangs,12,0,2029.5,68060,3,321,2026-07-17,4,0,2171.0,-20.6
1.0,190716,1231,3327,DemonHunter,Vengeance,Annihilator,Tank,CN,Ruby Life Pools,15,1,1268.2,190716,0,334,2026-07-26,3,0,1275.0,24.1
1.0,22836,1231,3328,Paladin,Holy,Herald of the Sun,Healer,CN,Ruby Life Pools,15,1,1268.2,22836,1,334,2026-07-26,3,0,1275.0,24.1
1.0,216582,1231,3329,Druid,Balance,Elune's Chosen,DPS,CN,Ruby Life Pools,15,1,1268.2,216582,0,334,2026-07-26,3,0,1275.0,24.1
1.0,306706,1231,3330,Mage,Arcane,Spellslinger,DPS,CN,Ruby Life Pools,15,1,1268.2,306706,0,325,2026-07-26,3,0,1275.0,24.1
1.0,378884,1231,3331,Shaman,Elemental,Farseer,DPS,CN,Ruby Life Pools,15,1,1268.2,378884,0,334,2026-07-26,3,0,1275.0,24.1
1.0,148954,1232,3332,Paladin,Protection,Unknown,Tank,EU,Den of Nalorakk,15,1,1750.5,148954,1,334,2026-07-27,3,0,1878.0,2.2
1.0,71744,1232,3333,Paladin,Holy,Unknown,Healer,EU,Den of Nalorakk,15,1,1750.5,71744,2,334,2026-07-27,3,0,1878.0,2.2
1.0,249245,1232,3334,Warrior,Arms,Unknown,DPS,EU,Den of Nalorakk,15,1,1750.5,249245,2,334,2026-07-27,3,0,1878.0,2.2
1.0,255818,1232,1461,Mage,Arcane,Unknown,DPS,EU,Den of Nalorakk,15,1,1750.5,255818,2,334,2026-07-27,3,0,1878.0,2.2
1.0,190351,1232,3335,Hunter,BeastMastery,Unknown,DPS,EU,Den of Nalorakk,15,1,1750.5,190351,2,334,2026-07-27,3,0,1878.0,2.2
1.0,134588,1233,3336,Druid,Guardian,Elune's Chosen,Tank,US,Altar of Fangs,15,1,1490.2,134588,1,334,2026-07-20,4,0,1511.0,16.0
1.0,90821,1233,3337,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,15,1,1490.2,90821,0,334,2026-07-20,4,0,1511.0,16.0
1.0,296428,1233,2580,Shaman,Enhancement,Stormbringer,DPS,US,Altar of Fangs,15,1,1490.2,296428,1,323,2026-07-20,4,0,1511.0,16.0
1.0,264494,1233,3338,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,15,1,1490.2,264494,0,334,2026-07-20,4,0,1511.0,16.0
1.0,345262,1233,3339,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,15,1,1490.2,345262,0,334,2026-07-20,4,0,1511.0,16.0
1.0,101016,1234,3340,Paladin,Protection,Lightsmith,Tank,EU,Den of Nalorakk,15,0,1995.3,101016,1,334,2026-07-17,4,0,2137.0,-11.3
1.0,21252,1234,3341,Paladin,Holy,Herald of the Sun,Healer,EU,Den of Nalorakk,15,0,1995.3,21252,3,334,2026-07-17,4,0,2137.0,-11.3
1.0,201110,1234,19,Mage,Arcane,Spellslinger,DPS,EU,Den of Nalorakk,15,0,1995.3,201110,3,334,2026-07-17,4,0,2137.0,-11.3
1.0,237910,1234,18,DemonHunter,Devourer,Annihilator,DPS,EU,Den of Nalorakk,15,0,1995.3,237910,5,334,2026-07-17,4,0,2137.0,-11.3
1.0,189116,1234,2407,Mage,Arcane,Spellslinger,DPS,EU,Den of Nalorakk,15,0,1995.3,189116,3,334,2026-07-17,4,0,2137.0,-11.3
